ChargePeriodStart,ChargePeriodEnd,ResourceId,BilledCost,ChargeCategory,Tags
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d09fd8f2-6c03-4f38-b04e-91fcfd1c26a6""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-793278db-8275-4cd8-b93b-8a49db75c582""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2d441ce0-47f4-4939-a748-39b58950f2b5""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-89ee2413-a202-4877-888c-eb2d5775deca""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-47ffd3ad-a922-489c-b10c-ec917e6d999a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b6f0e6ac-0c41-45b9-8310-a918fb1a2d52""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-4082d33e-e565-4cbd-bfae-5bcf9fa5d3cc""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-dbbaebfa-b05f-4b7a-818a-bb764830431b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-3e96e24f-5c32-481f-8a42-c2d1f45ef8bc""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-fa265e47-6a78-45e3-bfd5-a9e117ab4a8f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-3fd4d428-f71c-4f9b-a5b9-ab719f99c3e8""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-9b4f94e6-45a8-4c89-bdbf-80a6cc4f9068""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-3c301ea8-488b-4919-9c2f-a9aed0dbf18f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-8f2ff335-7f4c-4577-9752-e08461cfb516""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-baff26d9-5e7c-41cc-ad8e-2bf398e1cb39""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-815e8a61-8cc5-4443-b35d-fdafe700f272""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-736bdeba-4668-4e13-a80d-35bd52f4a4dd""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2b08da53-a5b5-4424-ac71-11b2ffdd5608""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-616b8f9b-c58f-4274-9f3b-fe4437a13050""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-bf4dc79f-2a29-49af-8f64-f4d49d59b3dc""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-4373dcf9-81a7-4760-8f33-429a8c95ad0e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2dd55a5d-9778-41b5-b4e9-2fd9dcb05a7b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e9670d26-827e-4c76-983d-d83713cb1966""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-593d930a-4055-4f8b-8ece-5196e1ed6731""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-7edcf7ca-5de6-4973-b748-135770362589""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-8d9f5bed-c6f1-4791-83c1-dd50a76f3d9e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-fad37359-3309-47fe-a7db-ae1626878a02""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-7c9b33cc-7ed6-4521-9625-a1d9a6f2eec0""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-92eb5461-c8c6-4a7d-8b15-2d61eb20759d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-69b6a846-5188-449f-97db-4093ec7e4ad1""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-a6265da9-059d-4772-9f7b-b15545012d97""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d329920c-5e52-48a0-9f5c-31aa42cde8a7""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-dc45f0c7-c5d0-4a35-9c19-c4f7294db683""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-8bbb9966-b4a2-452c-b0f5-9fef1fd1a841""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-445d588e-347f-4cd5-b236-9dc73528dc22""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d5b9c230-30fd-42e7-9b87-1cc6afea10c0""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-dfac7342-393f-4a38-91f5-442177319fce""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-cd18c0f1-c45e-4860-9bda-f76f2949995b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-5f178b88-0270-4fd3-98ef-f33a088c4bf2""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c6a23898-e5f9-4dd4-949f-39ddd71ce766""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-8b64e9bc-147d-4634-ade7-f141ac3dc4f4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-a0d6a38c-d6c0-428b-9a24-a16ad3c66aff""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-a3c102dc-9050-4b29-8bc0-99defe824767""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-8027cfc4-54b4-441c-99ae-ce87df40169e""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-760ce60b-cdd2-465f-b259-4fbe48436bf5""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-83c11edb-2839-427e-a8f8-cc16954ae378""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-0616c86f-f61f-49cc-8035-b6e10c57be77""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d12c5e1c-52da-4f54-a0c7-24cfbdcfcb92""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-929d91b9-7b2a-47e7-9962-177dab4ca305""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-aee58077-8f13-475f-8791-c660221b6a4a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-75f15f65-9ffa-4faf-bc92-5d736717ddca""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-cdbf9f02-426f-4b0d-994e-92db04671066""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-5ac8f2a3-4685-4f28-ab59-ccc54a7ed15f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-8eeffed5-4429-403f-9029-9e564ab71416""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f5d6b3ae-e1e5-4faf-bd6b-5195c7e545d9""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-6de11a14-6c88-43a5-b0fb-2d662f9ca00f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-30fe7406-c4ba-48ff-a05a-4af1b1ac0b32""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-566964dc-f541-4593-bcaa-b3fb5354fb2a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-6c707757-6822-49f5-84cd-8f263037123b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-edbf45eb-e0d3-4c3e-afe8-9bcf03331cc5""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-78564b42-f046-4eca-9b8a-b12c4772b3f8""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f50a4a4f-fabc-4971-98aa-e267939f23a4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-ee750de4-df7e-44ad-bfbe-64e839ec3de2""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-cdbfc5bc-14c8-4209-b8bf-0a44decff307""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-8b65d66c-9e9d-4119-a8d2-48c2313f6e64""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-4b3504e3-4afc-4652-935b-5765ade40709""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-0ee6d1b8-9636-4cb1-a427-cb1150ff37b6""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-1fc67b54-3632-4bd5-ab63-fe387c373b50""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2c2b99f6-d882-40b5-a440-859c6e07c187""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-723b15e2-2427-4279-8778-42db8d074cb3""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-5b063380-8a20-4273-8716-54fd6642720f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-57bf68a5-0a76-4034-8b27-2080aacb5ae5""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-eb714a1c-5980-42e7-a6fd-1bf499febece""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-7ead2b6b-fb15-42d4-a13d-5113c4ffcc05""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-3b2ad3fc-cac8-42ba-9f5e-2af6b256d509""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-58c07816-b829-4dfc-95ef-9364e2d9dda3""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-23ee87a7-7641-4d44-8906-5621ac2919a9""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-5f0c845a-ac28-4c38-91c3-0061b5a12ee7""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-5bd8e764-d9d4-45ee-8696-626e7d02390c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-6211226e-b4c2-4bbd-9106-9fb9ade1237c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-accfa16b-45ba-466b-9ab4-b26ac08f7b37""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-a2939a15-6938-4243-be23-47fa9a779f6b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-3756aef9-9050-44e6-a566-cbf99c9f90d7""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-93d28b8b-b020-4fc9-b3ac-f93cd963f4d4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-375b1883-2c91-4640-8e83-65f66a2a7b64""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e19a870b-37cf-4927-b844-5383473849d8""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-18c21674-e70d-4037-9d64-f354546a2b1f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-9f502be2-8cfe-4ac7-bd51-b43d2a2b73d3""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-9202c747-2e8e-4fdf-b783-21577e790a05""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-fe99f28f-f4da-45f6-aa56-268328302594""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-3b6d9055-fb12-45e0-a08f-c1dddf7acbc2""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-a0911238-0169-48a2-bde8-14fac7acd148""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f3d7365b-e72d-4c8d-a852-3a1e6c991bbf""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-83ce332b-4c24-457d-93c4-5049d7076788""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-1b33f8af-cc8e-4d49-9494-ee1681960259""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-bb2550a6-eb9f-4ac9-92b6-0dad3181164f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-3cd8a9c0-a6f6-4aad-b6e1-d319c0e240ad""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-eda2c10b-f7a6-4b3e-9441-5e5c08904f61""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-0490f0f0-43f3-40a2-814a-d867b50941c7""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-0d27c9b2-61c5-418b-906e-7ef48a1bdea2""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c99ffb67-a6d5-46ff-9bfd-b922f4b21d36""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-01964dc7-7287-4ef5-a186-c1c86282d3d9""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d219baed-9e18-49c6-80d5-c07a5a695767""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-df7451a0-c877-4b7b-b217-102c9455f16f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d4bddb96-5188-46c0-b7e2-7ec741d07572""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-fd9d2d54-ab4b-44af-87a5-c1ac8f41d9d3""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c9d1f906-6f84-49e5-aa86-266f3ba9285b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-85b36d56-a0ae-4835-bf75-9353ee838a0c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-cf1a40d5-7326-48e0-8b30-10755b87633b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-5a40d58d-8be0-46ad-b988-1726d56f233d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-91bd7a09-64a2-428f-bfa6-31396b5f1308""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b5f40d94-f0f0-43e4-a4fd-59763141e5c4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c1b2746e-f9f6-461e-be5f-70a3ffe07dde""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-679407c3-992c-4582-bd70-e94e350af5bf""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-aa5427c2-b302-4484-a712-dcefeb1fe7b9""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e6dbd686-fa11-4497-abe2-8f97752928d3""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-a085de49-c93b-494e-abb9-7bfd9dc65c0f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-8adc1093-f80f-4191-ac6e-a885f1a44dc5""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-51fd5037-3290-4fe4-92bb-d929798409b7""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-06295168-0a04-4478-ac14-6aff409cd1c0""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c74e2b4d-f300-4365-a1be-9a4c0ed749bb""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2557dfdb-3592-43d6-b24b-eea20050a9a2""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-aef6ddfe-7a52-4115-94f7-d030082680c6""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-a34eab76-ef57-472c-9350-d11e54f1db44""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-05fee0bb-0c89-49af-abb6-ae0d2931be39""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2297b663-b79b-43a8-854b-174d8e2976a3""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-9b898983-00cc-484a-bb83-c362ed48109c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-cf30808f-1c09-41bd-a7bf-e70612e52525""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-ad70d13f-c18b-40a8-890b-0155bbcb0fff""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-12c08a80-575f-44b3-9e6d-1c769a61f6a4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-16d758c5-beff-46b1-aaff-03ebd0b4dc40""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-a1799f5e-75c2-4f28-8ae8-677982a4c0e0""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-55893e62-d946-4f94-85d2-a3de95ffee74""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-669667c1-97dd-4007-922e-3d2068db5182""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-10072879-d5ce-4f0d-93b1-99c668dabb9a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-39acf45e-1648-4e9a-b61b-7a6ac5c772ae""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-e3893493-33cc-40e5-8767-b378aeff11b0""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2c12c99e-a378-48ef-b9cf-8b3e48ac5bd8""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-bf7e49d9-a2b9-4336-9670-ab4c01c871c1""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-597532fc-cd78-4c42-95e5-28ae4166fd1a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-17693445-2e21-4873-ad23-19160463b293""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d3644cb7-079d-4e07-91c3-df4da23049d4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2549f914-b510-4dff-bb3f-6b10942907ce""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-50210908-fd52-4c65-9a87-31ff7db98f16""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-078721ab-235a-4f2d-a34b-3611b8cb1fb7""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d88596f0-160b-4093-b54b-ab5a169d883b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b63eadbc-34e7-42a1-8ec8-39d1b9a157b4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-918fb2bc-93c5-4ecb-a8d6-18f489b6951a""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-3436d3b1-4b98-4ccf-b95b-eb985d620f21""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b4130627-7edd-40ef-8aa9-5c6b1cd3a439""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-3748d866-e5e7-49ec-94c6-9dca67736dff""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-a1e4cd7f-bb5b-44f6-b697-f957afb432ea""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d00cc9a4-f130-4677-9837-581f37c6a47d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-7ec60fff-865c-48cf-9871-63f5ff95634c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-cf5eab72-e6bd-4344-9bd0-f6fea06b34e1""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-6aa1e8f2-e058-4f13-9f25-ad727ad532a7""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-48dd0bd7-1a24-4433-b3e2-e927d8830cba""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-783e4003-50e2-4b25-aa6f-d3169d40d058""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-419e66bb-ce4b-4fbb-a5b2-c5f5042b0e33""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-380a5fe5-663c-4504-9a0d-7bf191590a8b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-498aa55e-2a8b-4b00-a837-39396c0fab68""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f73a556b-6a42-4883-a7a2-67fae581574b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-f98f2112-d00f-4d66-ba45-70e9a91eb6a5""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-3e17240b-262d-417a-8685-0182cbf6ccc9""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-d8c06e54-8ab9-4afe-9983-7e6d4e1176b0""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-3f13ecc3-fbd1-41d6-9b16-c5417f49619c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-66d9f617-dc87-445e-bab7-a59dae273f86""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-246cbdb9-7f66-4f83-a98e-61b1eab80759""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-05ffa297-d27d-448a-b89c-bd29d1c27129""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-db54e3f3-18c8-408a-94db-5f629c628c87""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b283cfe2-7d6a-4525-9e69-b321d9f1c8e8""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-aa42e958-e25c-4e04-8eef-b058fa2684f8""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-135c4dd7-cf2f-4930-bc98-87c243ef9232""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-adbe0a84-3785-4a77-acc1-0431cd160a29""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-795a517c-0562-4060-abbb-0d1356e053e2""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-55c445a6-3275-4a5a-bb00-09ccad4ed44c""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c85787bc-abee-4fb2-8b1a-9bd98228094f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-cc579175-3e20-4bb5-b6bb-62d04322a244""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-2ae111f2-9786-4bc9-be35-01b3849028e4""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-9586bffd-7ba7-4f65-8674-3f5d8a85b83d""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-9dadc1ca-2e69-43d5-9edf-3399fd81a35b""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-c08b788a-6340-4869-9670-36b7f85a49dd""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-93aebbd8-f994-40f7-8dbd-235993804b39""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-b6334924-148e-4f01-b84d-7493a441fb84""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-52c00b07-0956-4dc6-aa7f-a28402f9579f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-32a24456-f09d-4e63-9eaa-7c42e66114c1""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-777443a8-3f2b-460c-a19f-32a10348112f""}"
2025-01-01,2025-01-31,search-query,0.010000,Usage,"{""model"":""model-335a1713-456c-48b9-8cf1-6f353e39d845""}"
